feature,importance
205331_s_at,0.0
205332_at,0.0
205333_s_at,0.0002409323627026359
205334_at,0.0
205335_s_at,0.0
205336_at,0.0
205337_at,0.0
205338_s_at,0.0
205339_at,0.0
205340_at,0.0
205341_at,2.1198870440015714e-08
205342_s_at,0.0
205343_at,0.0
205344_at,7.867511378005386e-05
205345_at,0.0
205346_at,0.0
205347_s_at,0.0
205348_s_at,0.0
205349_at,8.149617870143758e-08
205350_at,0.0
205351_at,0.0
205352_at,0.0
205353_s_at,1.7244822319681313e-09
205354_at,0.0
205355_at,2.6944148928504937e-06
205356_at,0.0
205357_s_at,0.0
205358_at,0.0
205359_at,1.2162559799274976e-09
205360_at,0.0
205361_s_at,0.00043265646000070605
205362_s_at,0.0
205363_at,0.0
205364_at,0.0
205365_at,0.0
205366_s_at,0.0
205367_at,2.2567855953880876e-05
205368_at,0.0
205369_x_at,1.427271767781296e-06
205370_x_at,0.0
205371_s_at,0.0
205372_at,0.0
205373_at,0.0
205374_at,0.0
205375_at,1.2967419342356953e-07
205376_at,2.8842511627694345e-05
205377_s_at,9.58280403413201e-09
205378_s_at,1.724581079604371e-05
205379_at,0.0
205380_at,0.0
205381_at,5.2943276524970756e-06
205382_s_at,0.0
205383_s_at,0.0
205384_at,0.0
205385_at,8.211274049274493e-07
205386_s_at,0.0
205387_s_at,0.0
205388_at,0.0
205389_s_at,0.0
205390_s_at,0.0
205391_x_at,0.0
205392_s_at,0.0
205393_s_at,0.0
205394_at,0.0
205395_s_at,0.0
205396_at,0.0
205397_x_at,9.465193590501434e-11
205398_s_at,0.0
205399_at,0.0
205400_at,0.0
205401_at,0.0
205402_x_at,0.0
205403_at,5.4990509250299445e-06
205404_at,0.0
205405_at,0.0
205406_s_at,2.297877585465957e-07
205407_at,0.0
205408_at,0.0
205409_at,0.0
205410_s_at,1.978520908160597e-09
205411_at,0.0
205412_at,0.0
205413_at,0.0
205414_s_at,0.0
205415_s_at,2.4733422977818442e-05
205416_s_at,0.0
205417_s_at,0.0
205418_at,1.1191626781544853e-05
205419_at,0.0
205420_at,0.0
205421_at,0.0
205422_s_at,0.0
205423_at,0.0
205424_at,0.0
205425_at,0.0
205426_s_at,0.0
205427_at,0.0
205428_s_at,0.0
205429_s_at,0.0
205430_at,3.43085430093065e-06
205431_s_at,1.3387306934191265e-05
205432_at,0.0
205433_at,3.302699675217969e-08
205434_s_at,0.0
205435_s_at,0.0
205436_s_at,0.0
205437_at,8.169279108379412e-07
205438_at,0.0
205439_at,0.0
205440_s_at,0.0
205441_at,0.0
205442_at,0.0
205443_at,0.0
205444_at,0.0
205445_at,0.0
205446_s_at,0.0
205447_s_at,0.0
205448_s_at,0.0
205449_at,0.0
205450_at,0.0
205451_at,6.30408987983078e-06
205452_at,1.0025537110089489e-07
205453_at,0.0
205454_at,0.0
205455_at,0.0
205456_at,0.0
205457_at,0.0
205458_at,0.0
205459_s_at,0.0
205460_at,0.0
205461_at,0.0
205462_s_at,2.7088703305638068e-11
205463_s_at,0.0
205464_at,0.0
205465_x_at,0.0
205466_s_at,0.0
205467_at,0.0
205468_s_at,0.0
205469_s_at,0.0
205470_s_at,6.838541597197078e-07
205471_s_at,0.0
205472_s_at,2.254026077589197e-08
205473_at,0.0
205474_at,0.0
205475_at,0.0
205476_at,0.0
205477_s_at,0.0
205478_at,0.0
205479_s_at,0.0
205480_s_at,0.0
205481_at,0.0
205482_x_at,1.2671432160485144e-06
205483_s_at,0.0
205484_at,0.0
205485_at,0.0
205486_at,0.0
205487_s_at,2.4775870153506964e-07
205488_at,2.3554854137313033e-06
205489_at,0.0
205490_x_at,0.0
205491_s_at,7.233928269864049e-08
205492_s_at,0.0
205493_s_at,0.0
205494_at,0.0
205495_s_at,1.2777246400097142e-07
205496_at,0.0
205497_at,0.0
205498_at,0.0
205499_at,4.931393511140527e-07
205500_at,1.4277509931948364e-07
205501_at,0.0
205502_at,1.2503004905485831e-08
205503_at,1.6655206225408151e-06
205504_at,0.0
205505_at,6.384167318404273e-07
205506_at,2.196473252060287e-05
205507_at,1.9375811662812212e-06
205508_at,0.0
205509_at,0.0
205510_s_at,0.0
205511_at,0.0
205512_s_at,1.749844591398826e-07
205513_at,0.0
205514_at,0.0
205515_at,4.171312179283543e-08
205516_x_at,0.0
205517_at,0.0
205518_s_at,0.0
205519_at,6.747304228727857e-09
205520_at,0.0
205521_at,0.0
205522_at,0.0
205523_at,0.0
205524_s_at,0.0
205525_at,0.0
205526_s_at,0.0
205527_s_at,0.0
205528_s_at,0.0
205529_s_at,0.0
205530_at,0.0
205531_s_at,0.0
205532_s_at,0.0
205533_s_at,0.0
205534_at,0.0
205535_s_at,0.0
205536_at,0.0
205537_s_at,0.0
205538_at,7.868457375140712e-11
205539_at,0.0
205540_s_at,0.0
205541_s_at,3.2981456203091176e-09
205542_at,5.727161735747498e-05
205543_at,0.0
205544_s_at,0.0
205545_x_at,0.0
205546_s_at,3.983593806430874e-09
205547_s_at,0.00015050400218951954
205548_s_at,4.773678424554186e-06
205549_at,6.267926866636563e-09
205550_s_at,2.9063659589007164e-06
205551_at,0.0
205552_s_at,0.0
205553_s_at,0.0
205554_s_at,0.0
205555_s_at,0.0
205556_at,0.0
205557_at,0.0
205558_at,0.0
205559_s_at,1.3695241108161793e-07
205560_at,0.0
205561_at,0.0
205562_at,0.0
205563_at,0.0
205564_at,0.0
205565_s_at,0.0
205566_at,0.0
205567_at,0.0
205568_at,0.0
205569_at,0.0
205570_at,0.0
205571_at,0.0
205572_at,1.8441229885549432e-06
205573_s_at,0.0
205574_x_at,0.0
205575_at,0.0
205576_at,0.0
205577_at,0.0
205578_at,0.0
205579_at,7.222871247278882e-06
205580_s_at,0.0
205581_s_at,0.00026957458128188945
205582_s_at,0.0
205583_s_at,0.0
205584_at,0.0
205585_at,0.0
205586_x_at,0.0
205587_at,0.0
205588_s_at,0.0
205589_at,0.0
205590_at,0.0
205591_at,0.0
205592_at,0.0
205593_s_at,0.0
205594_at,0.0
205595_at,0.0
205596_s_at,0.0
205597_at,0.0
205598_at,4.590048389173789e-07
205599_at,0.0
205600_x_at,0.0
205601_s_at,0.0
205602_x_at,0.0
205603_s_at,0.0
205604_at,0.0
205605_at,2.1173011255503383e-06
205606_at,0.0
205607_s_at,0.0
205608_s_at,0.0
205609_at,0.0
205610_at,0.0
205611_at,3.24071326765851e-06
205612_at,0.0
205613_at,0.0
205614_x_at,0.0
205615_at,0.0
205616_at,0.0
205617_at,0.0
205618_at,0.0
205619_s_at,0.0
205620_at,0.0
205621_at,0.0
205622_at,0.0
205623_at,2.9212687993026676e-07
205624_at,0.0
205625_s_at,0.0
205626_s_at,0.0
205627_at,0.0
205628_at,0.0
205629_s_at,0.0
205630_at,0.0
205631_at,0.0
205632_s_at,0.0
205633_s_at,0.0
205634_x_at,0.0
205635_at,4.356869410586585e-06
205636_at,3.6293110047536516e-07
205637_s_at,2.575760494789784e-07
205638_at,0.0
205639_at,0.0
205640_at,0.0
205641_s_at,0.0
205642_at,9.125942221890792e-06
205643_s_at,0.0
205644_s_at,0.0
205645_at,0.0011072537770657482
205646_s_at,0.0
205647_at,0.0
205648_at,0.0
205649_s_at,2.2473055721218892e-08
205650_s_at,0.0
205651_x_at,0.0
205652_s_at,0.0
205653_at,0.0
205654_at,0.0
205655_at,0.0
205656_at,0.0
205657_at,0.0
205658_s_at,1.2106951202519129e-05
205659_at,0.0
205660_at,2.6101645677661274e-07
205661_s_at,0.0
205662_at,8.41631939831435e-05
205663_at,0.0
205664_at,0.0
205665_at,0.0
205666_at,0.0
205667_at,0.0
205668_at,0.0
205669_at,0.0
205670_at,0.0
205671_s_at,0.0
205672_at,0.0
205673_s_at,0.0004900260218214499
205674_x_at,0.0
205675_at,0.0
205676_at,0.0
205677_s_at,4.0912813207288344e-05
205678_at,1.0947460006848588e-06
205679_x_at,0.0
205680_at,0.0
205681_at,0.0
205682_x_at,0.0
205683_x_at,0.0
205684_s_at,0.0
205685_at,0.0
205686_s_at,0.0
205687_at,6.42176023267763e-08
205688_at,3.144633329106114e-05
205689_at,0.0
205690_s_at,9.889492761444994e-08
205691_at,0.0
205692_s_at,0.0
205693_at,0.0
205694_at,7.026541755184593e-06
205695_at,0.0
205696_s_at,0.0
205697_at,4.991055639699462e-09
205698_s_at,0.0
205699_at,4.382751707645737e-07
205700_at,0.0
205701_at,0.0
205702_at,0.0
205703_at,0.0
205704_s_at,0.0
205705_at,0.0
205706_s_at,0.00018562261780862718
205707_at,0.0
205708_s_at,0.000189762290106601
205709_s_at,0.0
205710_at,0.0
205711_x_at,1.6311471120428636e-05
205712_at,0.0
205713_s_at,7.1415634541469595e-06
205714_s_at,0.0
205715_at,9.453230035628115e-08
205716_at,0.0
205717_x_at,2.4228477025622472e-09
205718_at,0.0
205719_s_at,0.0
205720_at,7.530843455714304e-08
205721_at,0.0
205722_s_at,0.0
205723_at,0.0
205724_at,6.596555545027418e-08
205725_at,0.0
205726_at,0.0
205727_at,0.0
205728_at,0.0
205729_at,0.00010249177553169652
205730_s_at,0.0
205731_s_at,0.0
205732_s_at,0.0
205733_at,0.0
205734_s_at,0.0
205735_s_at,0.0
205736_at,0.0
205737_at,0.0
205738_s_at,1.319785356885469e-09
205739_x_at,8.993095935862383e-10
205740_s_at,0.0
205741_s_at,0.0
205742_at,0.0
205743_at,5.82068475687584e-07
205744_at,1.1424991211788473e-05
205745_x_at,0.0
205746_s_at,0.0
205747_at,1.337730510773842e-06
205748_s_at,1.8024660112826916e-07
205749_at,0.0
205750_at,0.0
205751_at,0.0005274458921001919
205752_s_at,9.483196304072827e-08
205753_at,0.0
205754_at,0.0
205755_at,2.74314600039793e-07
205756_s_at,3.736663178757463e-09
205757_at,0.0
205758_at,0.0
205759_s_at,0.0
205760_s_at,2.087570312666003e-09
205761_s_at,1.0359527949926385e-08
205762_s_at,0.000125321926098512
205763_s_at,0.0
205764_at,2.604767070563144e-05
205765_at,0.0
205766_at,0.0
205767_at,0.0
205768_s_at,0.0
205769_at,0.0
205770_at,0.0
205771_s_at,0.0
205772_s_at,0.0
205773_at,0.0
205774_at,0.0
205775_at,5.949057878911277e-06
205776_at,3.471709357265856e-05
205777_at,0.0003993511675283869
205778_at,2.1278077130079114e-06
205779_at,0.0
205780_at,0.00012752623816618346
205781_at,0.0
205782_at,6.881458955611023e-05
205783_at,0.0
205784_x_at,0.0
205785_at,0.0
205786_s_at,0.0
205787_x_at,0.0
205788_s_at,0.0
205789_at,0.0
205790_at,0.0
205791_x_at,0.0
205792_at,0.0
205793_x_at,0.0
205794_s_at,1.4428930072892754e-10
205795_at,0.0
205796_at,0.0
205797_s_at,1.338612910532755e-07
205798_at,0.0
205799_s_at,1.037677988242123e-06
205800_at,0.0
205801_s_at,0.0
205802_at,5.6393306112774277e-08
205803_s_at,0.0
205804_s_at,0.0
205805_s_at,0.0
205806_at,0.0
205807_s_at,0.0
205808_at,5.564320107630951e-10
205809_s_at,2.153751191302592e-06
205810_s_at,5.8588692195268144e-08
205811_at,0.0
205812_s_at,0.0
205813_s_at,2.6546772615252625e-07
205814_at,3.263679422733572e-06
205815_at,0.0
205816_at,0.0
205817_at,0.0
205818_at,0.0
205819_at,3.106557659738361e-05
205820_s_at,0.0
205821_at,0.0
205822_s_at,0.0
205823_at,0.0
205824_at,0.0
205825_at,0.0
205826_at,8.713185876027864e-09
205827_at,6.772911444302647e-06
205828_at,0.0
205829_at,4.552193166483633e-08
205830_at,4.2178689384897766e-11
205831_at,0.0
205832_at,0.0
205833_s_at,5.075500950166801e-05
205834_s_at,0.0
205835_s_at,0.0
205836_s_at,8.032598582082008e-09
205837_s_at,0.0
205838_at,0.0
205839_s_at,0.00030160492265855445
205840_x_at,0.0
205841_at,0.0
205842_s_at,1.4537882408632825e-06
205843_x_at,0.0
205844_at,0.0
205845_at,0.0
205846_at,0.0
205847_at,0.0
205848_at,0.0
205849_s_at,0.0
205850_s_at,0.0
205851_at,0.0
205852_at,0.0
205853_at,4.5075810797163664e-07
205854_at,3.85439976318189e-06
205855_at,0.0
205856_at,0.0
205857_at,0.0
205858_at,0.0
205859_at,0.0
205860_x_at,0.0
205861_at,0.0
205862_at,1.1374305760324698e-07
205863_at,0.0
205864_at,6.560317654590467e-10
205865_at,0.0
205866_at,0.0
205867_at,0.0
205868_s_at,0.0
205869_at,0.0
205870_at,0.0
205871_at,0.0
205872_x_at,6.301709104623201e-07
205873_at,0.0
205874_at,0.0
205875_s_at,0.0
205876_at,0.0
205877_s_at,0.0
205878_at,0.0
205879_x_at,0.0
205880_at,0.0
205881_at,0.0
205882_x_at,0.0
205883_at,0.0
205884_at,0.0
205885_s_at,5.5181654082522595e-08
205886_at,0.0
205887_x_at,0.0
205888_s_at,0.0
205889_s_at,2.115864389537178e-06
205890_s_at,0.0
205891_at,0.0
205892_s_at,0.0
205893_at,0.0
205894_at,0.0
205895_s_at,0.00013330847495462473
205896_at,0.0
205897_at,1.5729159800756406e-10
205898_at,0.0
205899_at,0.0
205900_at,2.7008474315467403e-07
205901_at,0.0
205902_at,0.0
205903_s_at,1.0101571342592565e-11
205904_at,0.0
205905_s_at,0.0
205906_at,0.0
205907_s_at,0.0
205908_s_at,0.0
205909_at,0.0
205910_s_at,0.0
205911_at,0.0
205912_at,0.0
205913_at,0.0
205914_s_at,0.0
205915_x_at,0.0
205916_at,1.161848462526758e-07
205917_at,6.150740484484267e-05
205918_at,0.0
205919_at,0.0
205920_at,3.814762895658464e-06
205921_s_at,0.0
205922_at,0.0
205923_at,0.0
205924_at,0.0
205925_s_at,0.0
205926_at,0.0
205927_s_at,7.750350839982665e-10
205928_at,2.491147811014535e-09
205929_at,1.0092903061751237e-05
205930_at,4.4501340646829795e-06
205931_s_at,0.0
205932_s_at,0.0
205933_at,0.0
205934_at,0.0
205935_at,0.0
205936_s_at,0.0
205937_at,5.455305030893977e-06
205938_at,0.0
205939_at,1.1784201039645663e-05
205940_at,0.0
205941_s_at,0.0
205942_s_at,0.0
205943_at,0.0
205944_s_at,0.0
205945_at,0.0
205946_at,0.0
205947_s_at,0.0
205948_at,5.785963583771026e-06
205949_at,3.358231988949682e-07
205950_s_at,0.0
205951_at,2.4655174876447284e-06
205952_at,0.0
205953_at,0.0
205954_at,0.0
205955_at,0.0
205956_x_at,0.0
205957_at,0.0
205958_x_at,0.0
205959_at,0.0
205960_at,0.0
205961_s_at,0.0
205962_at,0.0
205963_s_at,4.699891407248426e-09
205964_at,0.0
205965_at,0.0
205966_at,0.0
205967_at,0.0
205968_at,1.8783012202711614e-06
205969_at,0.0
205970_at,0.0
205971_s_at,0.0
205972_at,0.0
205973_at,0.0
205974_at,9.325075937685136e-07
205975_s_at,0.0
205976_at,0.0
205977_s_at,0.0
205978_at,0.0
205979_at,0.0
205980_s_at,0.0
205981_s_at,0.0
205982_x_at,0.0
205983_at,0.0
205984_at,0.0
205985_x_at,0.0
205986_at,0.0
205987_at,0.0
205988_at,0.0
205989_s_at,0.0
205990_s_at,0.0
205991_s_at,1.9575599129304353e-07
205992_s_at,1.8684114625476037e-06
205993_s_at,0.0
205994_at,0.0003750523544996067
205995_x_at,0.0
205996_s_at,0.0
205997_at,0.0
205998_x_at,0.0
205999_x_at,0.0
206000_at,4.866471882417367e-09
206001_at,0.0
206002_at,3.609891872781168e-05
206003_at,0.0
206004_at,6.844996516515095e-08
206005_s_at,5.0834937954654244e-06
206006_s_at,0.0
206007_at,0.0
206008_at,0.0
206009_at,0.0
206010_at,0.0
206011_at,0.0
206012_at,2.4090768881641527e-05
206013_s_at,0.0
206014_at,0.0
206015_s_at,0.0
206016_at,0.0
206017_at,0.0
206018_at,0.0
206019_at,0.0
206020_at,0.0
206021_at,0.0
206022_at,0.00010340082018422787
206023_at,0.0
206024_at,0.0
206025_s_at,1.8184432395114038e-06
206026_s_at,7.562125379916778e-06
206027_at,1.3113956071508635e-10
206028_s_at,0.0
206029_at,1.4590172946997854e-06
206030_at,5.216698235018175e-07
206031_s_at,4.669582693278282e-07
206032_at,0.0
206033_s_at,1.6722560979099802e-08
206034_at,4.5783959176609543e-07
206035_at,0.0
206036_s_at,0.0
206037_at,1.7471453929177787e-06
206038_s_at,4.287815143750256e-05
206039_at,0.0
206040_s_at,0.0
206042_x_at,0.0
206043_s_at,0.0
206044_s_at,0.0
206045_s_at,0.0
206046_at,0.0
206047_at,0.0
206048_at,0.0
206049_at,0.0
206050_s_at,0.0
206051_at,0.0
206052_s_at,0.0
206053_at,0.0
206054_at,0.0
206055_s_at,0.0
206056_x_at,0.0
206057_x_at,0.0
206058_at,4.2948908250138363e-05
206059_at,2.78069554101035e-06
206060_s_at,1.2916201502350819e-07
206061_s_at,1.1726457445725404e-05
206062_at,0.0
206063_x_at,2.665765659562867e-05
206064_s_at,0.0
206065_s_at,0.0
206066_s_at,0.0
206067_s_at,6.117114663180399e-08
206068_s_at,0.0
206069_s_at,0.0
206070_s_at,0.0
206071_s_at,0.0
206072_at,0.0
206073_at,0.00011878867063627029
206074_s_at,4.5529211373690656e-05
206075_s_at,0.0
206076_at,0.0
206077_at,0.0
206078_at,0.0
206079_at,1.6496960876546403e-05
206080_at,1.7157367003264078e-06
206081_at,0.0
206082_at,1.961059515620793e-05
206083_at,0.0
206084_at,1.812157141224286e-07
206085_s_at,0.0
206086_x_at,0.0
206087_x_at,3.778358990371161e-05
206088_at,0.0
206089_at,0.0
206090_s_at,0.0
206091_at,0.0
206092_x_at,0.0
206093_x_at,0.0
206094_x_at,0.0
206095_s_at,0.0
206096_at,6.825141273008378e-08
206097_at,0.0
206098_at,3.2284809352629136e-08
206099_at,0.0
206100_at,0.0
206101_at,3.4467839737441053e-07
206102_at,0.0
206103_at,9.528267773514131e-07
206104_at,7.592886635216344e-07
206105_at,0.0
206106_at,0.0
206107_at,0.0
206108_s_at,0.0
206109_at,0.0
206110_at,0.0
206111_at,0.0
206112_at,0.0
206113_s_at,3.74103857734962e-07
206114_at,1.8826849062566167e-08
206115_at,0.0
206116_s_at,0.0
206117_at,0.0
206118_at,0.0
206119_at,0.0
206120_at,7.459454710193146e-07
206121_at,5.338375907181608e-06
206122_at,0.0
206123_at,7.839370858906726e-08
206124_s_at,0.0
206125_s_at,0.0
206126_at,0.0
206127_at,0.0
206128_at,1.1619629371268289e-07
206129_s_at,0.0
206130_s_at,3.5718555273759565e-07
206131_at,0.0
206132_at,0.0
206133_at,0.00010699760425594483
206134_at,0.0
206135_at,0.0
206136_at,1.7029800321935183e-06
206137_at,0.0
206138_s_at,1.4889574773629206e-09
206139_at,0.0
206140_at,0.0
206141_at,0.0
206142_at,0.0
206143_at,0.0
206144_at,0.0
206145_at,0.0
206146_s_at,0.0
206147_x_at,0.0
206148_at,0.0
206149_at,0.0
206150_at,6.471377559308976e-06
206151_x_at,0.0
206152_at,3.4025948614391883e-07
206153_at,0.0
206154_at,6.720836821406762e-05
206155_at,0.0
206156_at,1.657938966340788e-05
206157_at,0.0
206158_s_at,0.0009819783608646239
206159_at,0.0
206160_at,2.8473632274189842e-08
206161_s_at,0.0
206162_x_at,0.0
206163_at,6.339880443827367e-06
206164_at,0.0
206165_s_at,0.0
206166_s_at,0.0
206167_s_at,0.0
206168_at,0.0
206169_x_at,0.0
206170_at,1.6985469793339399e-07
206171_at,0.0
206172_at,0.0
206173_x_at,1.8826102623350684e-06
206174_s_at,1.6588029755260054e-09
206175_x_at,6.474582446263285e-05
206176_at,0.0
206177_s_at,0.0
206178_at,4.6769885570043185e-05
206179_s_at,0.0
206180_x_at,0.0
206181_at,0.0
206182_at,0.0
206183_s_at,0.0
206184_at,2.9096918007292346e-07
206185_at,0.0
206186_at,0.0
206187_at,0.0
206188_at,0.0
206189_at,0.0
206190_at,4.341639525628641e-08
206191_at,0.0002994347981773993
206192_at,7.683074111723576e-06
206193_s_at,0.0
206194_at,3.2529524948461416e-05
206195_x_at,0.0
206196_s_at,0.0
206197_at,0.0
206198_s_at,0.0
206199_at,0.0
206200_s_at,0.0
206201_s_at,2.516006198561145e-06
206202_at,0.00014138923935325687
206203_at,0.0
206204_at,0.0
206205_at,0.0
206206_at,0.0
206207_at,0.0
206208_at,2.316046829350751e-06
206209_s_at,0.0
206210_s_at,0.0
206211_at,0.0
206212_at,0.0
206213_at,0.0
206214_at,0.0
206215_at,0.0
206216_at,2.7707664653375554e-06
206217_at,0.0
206218_at,0.0
206219_s_at,0.0
206220_s_at,0.0
206221_at,0.0
206222_at,0.0
206223_at,0.0
206224_at,0.0
206225_at,0.0
206226_at,1.0875878684451627e-07
206227_at,0.0
206228_at,2.4368350995010753e-07
206229_x_at,0.0
206230_at,0.0
206231_at,0.0
206232_s_at,0.0
206233_at,0.0
206234_s_at,0.0
206235_at,0.0
206236_at,0.0
206237_s_at,0.0
206238_s_at,3.0312330370866444e-05
206239_s_at,0.0
206240_s_at,0.0
206241_at,0.0
206242_at,0.0
206243_at,1.4098841279735896e-06
206244_at,0.0
206245_s_at,1.5246103279584588e-08
206246_at,0.0
206247_at,0.0
206248_at,0.0
206249_at,0.0
206250_x_at,0.0
206251_s_at,0.0
206252_s_at,0.0
206253_at,3.6468325455459917e-06
206254_at,0.0
206255_at,0.0
206256_at,0.0
206257_at,0.0
206258_at,0.0
206259_at,0.0
206260_at,0.0
206261_at,1.7448024786239687e-05
206262_at,0.0
206263_at,0.0
206264_at,0.0
206265_s_at,0.0
206266_at,0.0
206267_s_at,0.0
206268_at,0.0
206269_at,0.0
206270_at,0.0
206271_at,2.4333330446294028e-05
206272_at,0.0
206273_at,0.0
206274_s_at,0.0
206275_s_at,0.0
206276_at,0.0
206277_at,0.0
206278_at,0.0
206279_at,1.1829351972568746e-07
206280_at,0.0
206281_at,0.0
206282_at,0.00010424233237734762
206283_s_at,0.0
206284_x_at,0.0
206285_at,0.0
206286_s_at,0.0003585975086532386
206287_s_at,0.0
206288_at,0.0
206289_at,2.9701118157380996e-07
206290_s_at,0.0
206291_at,0.0
206292_s_at,0.0
206293_at,0.0
206294_at,0.0
206295_at,2.573045141759171e-05
206296_x_at,0.0
206297_at,0.0
206298_at,0.0
206299_at,0.0
206300_s_at,0.0
206301_at,0.0
206302_s_at,0.0
206303_s_at,0.0
206304_at,0.0
206305_s_at,0.0
206306_at,0.0
206307_s_at,0.0
206308_at,0.0
206309_at,1.1295029263488054e-07
206310_at,0.0
206311_s_at,0.0
206312_at,0.0
206313_at,0.0
206314_at,0.0
206315_at,0.0
206316_s_at,0.0
206317_s_at,0.0
206318_at,4.83596245750425e-06
206319_s_at,0.0
206320_s_at,0.0
206321_at,2.1472076947348973e-06
206322_at,0.0
206323_x_at,0.0
206324_s_at,1.1212196019546088e-05
206325_at,0.0
206326_at,0.0
206327_s_at,0.0
206328_at,0.0
206329_at,0.0
206330_s_at,0.0
206331_at,0.0
206332_s_at,0.0
206333_at,4.958728144236942e-08
206334_at,0.0
206335_at,8.36011197779609e-08
206336_at,0.0
206337_at,0.0
206338_at,0.0
206339_at,0.0
206340_at,0.0
206341_at,0.0
206342_x_at,0.0
206343_s_at,0.0
206344_at,1.1435038343737051e-05
206345_s_at,0.0
206346_at,0.0
206347_at,0.0
206348_s_at,0.0
206349_at,5.22113405255991e-07
206350_at,0.0
206351_s_at,0.0
206352_s_at,0.0
206353_at,0.0
206354_at,4.567519616515213e-09
206355_at,0.0
206356_s_at,0.0
206357_at,0.0
206358_at,0.0
206359_at,0.0
206360_s_at,0.0
206361_at,0.0
206362_x_at,0.0
206363_at,0.0
206364_at,1.0772504534695723e-05
206365_at,0.0
206366_x_at,0.0
206367_at,5.626820586899603e-06
206368_at,2.1809013714495926e-05
206369_s_at,0.0
206370_at,1.9727118278836855e-05
206371_at,0.0
206372_at,4.386472652574512e-06
206373_at,1.0547995367558016e-08
206374_at,0.0
206375_s_at,0.0
206376_at,0.0
206377_at,0.0
206378_at,0.0004591471413893236
206379_at,5.787455529810116e-07
206380_s_at,0.0
206381_at,0.0
206382_s_at,0.0
206383_s_at,0.0
206384_at,0.0
206385_s_at,0.0
206386_at,0.0
206387_at,0.0
206388_at,0.0
206389_s_at,0.0
206390_x_at,0.00010262623443994378
206391_at,0.0
206392_s_at,0.0
206393_at,0.0
206394_at,2.3153179018729375e-07
206395_at,0.0
206396_at,0.0
206397_x_at,6.1563302486824945e-06
206398_s_at,0.0
206399_x_at,0.0
206400_at,0.0
206401_s_at,0.0
206402_s_at,0.0
206403_at,1.0717037227750451e-05
206404_at,0.0
206405_x_at,0.0
206406_at,0.0
206407_s_at,0.0
206408_at,0.00017683108780878278
206409_at,0.0
206410_at,0.0
206411_s_at,0.0
206412_at,0.0
206413_s_at,3.613265877058322e-06
206414_s_at,0.0
206415_at,1.4488073577470388e-11
206416_at,0.0
206417_at,0.0
206418_at,0.0
206419_at,0.0
206420_at,0.0
206421_s_at,0.0
206422_at,0.0
206423_at,3.21672014453399e-07
206424_at,0.0
206425_s_at,0.0
206426_at,0.0
206427_s_at,0.0
206428_s_at,0.0
206429_at,0.0
206430_at,0.0
206431_x_at,0.0
206432_at,0.0
206433_s_at,4.802444364845435e-12
206434_at,0.0
206435_at,0.0
206436_at,0.0
206437_at,0.0
206438_x_at,0.0
206439_at,6.5261858529018246e-09
206440_at,0.0
206441_s_at,0.0
206442_at,0.0
206443_at,0.0
206444_at,0.0
206445_s_at,0.0
206446_s_at,0.0
206447_at,0.0
206448_at,0.0
206449_s_at,4.13437780356052e-08
206450_at,0.0
206451_at,0.0
206452_x_at,0.0
206453_s_at,0.0
206454_s_at,0.0
206455_s_at,3.4309695106140057e-06
206456_at,0.0
206457_s_at,0.0
206458_s_at,0.0
206459_s_at,0.0
206460_at,0.0007149003512786596
206461_x_at,0.0
206462_s_at,0.0
206463_s_at,0.0
206464_at,0.0
206465_at,1.9573210300476906e-05
206466_at,0.0
206467_x_at,2.519686505611661e-05
206468_s_at,0.0
206469_x_at,0.0
206470_at,0.0
206471_s_at,0.0
206472_s_at,0.0
206473_at,0.0
206474_at,0.0
206475_x_at,0.0007168355759113128
206476_s_at,0.0
206477_s_at,0.0
206478_at,0.0
206479_at,0.0
206480_at,0.0
206481_s_at,0.0
206482_at,0.0
206483_at,0.0
206484_s_at,0.0
206485_at,0.0
206486_at,0.00038485124392670974
206487_at,0.0
206488_s_at,0.0
206489_s_at,0.0
206490_at,0.0
206491_s_at,0.0
206492_at,0.0
206493_at,0.0
206494_s_at,0.0
206495_s_at,0.0
206496_at,0.0
206497_at,6.917014413071751e-08
206498_at,0.0
206499_s_at,1.402822010344482e-05
206500_s_at,0.0
206501_x_at,0.0
206502_s_at,8.132665728779106e-06
206503_x_at,0.0
206504_at,0.0
206505_at,0.0
206506_s_at,0.0
206507_at,0.0
206508_at,0.0
206509_at,0.0
206510_at,0.0
206511_s_at,0.0
206512_at,0.0
206513_at,2.8837625740262607e-07
206514_s_at,1.4299794823179348e-05
206515_at,1.4756318530594822e-05
206516_at,0.0
206517_at,0.0
206518_s_at,0.0
206519_x_at,0.0003973788951301301
206520_x_at,0.0
206521_s_at,1.764824610002251e-06
206522_at,2.1622800082413272e-05
206523_at,0.0
206524_at,0.0
206525_at,0.0
206526_at,3.0570546622292576e-05
206527_at,0.0
206528_at,3.0634924980263525e-08
206529_x_at,4.220292452708756e-06
206530_at,0.0
206531_at,0.0
206532_at,0.0
206533_at,0.0
206534_at,0.0
206535_at,0.0
206536_s_at,0.0
206537_at,2.8119401938022534e-06
206538_at,0.0
206539_s_at,0.0
206540_at,0.0
206541_at,0.0
206542_s_at,0.0
206543_at,1.0584313765932382e-05
206544_x_at,0.0
206545_at,0.0
206546_at,2.1403999156677373e-05
206547_s_at,0.0
206548_at,0.0
206549_at,0.0
206550_s_at,2.2692948843287933e-06
206551_x_at,0.0
206552_s_at,0.0
